1985.41860415978,1985.41860415978,-65.5378993881469,-65.5378993881469
2059.96976378654,2059.96976378654,-144.047118281619,-144.047118281619
2135.61278570007,2135.61278570007,-230.351968852845,-230.351968852845
2220.93722131912,2220.93722131912,-322.638995565197,-322.638995565197
2296.57717257868,2296.57717257868,-420.465043601155,-420.465043601155
2397.8284629145,2397.8284629145,-530.213848307552,-530.213848307552
2492.71254330998,2492.71254330998,-649.738544666294,-649.738544666294
2473.88561063924,2473.88561063924,-744.55505872442,-744.55505872442
2394.17642224427,2394.17642224427,-817.81370688538,-817.81370688538
2304.29379474636,2304.29379474636,-885.977804458688,-885.977804458688
2240.37202123127,2240.37202123127,-959.646168639308,-959.646168639308
2119.93755836289,2119.93755836289,-1004.7789551152,-1004.7789551152
2059.11455370656,2059.11455370656,-1070.48018067307,-1070.48018067307
NaN,1996.03200610959,NaN,-1133.67735539356
1932.94945851263,1932.94945851263,-1196.87453011405,-1196.87453011405
1861.31318814185,1861.31318814185,-1252.51964681167,-1252.51964681167
1784.43469314626,1784.43469314626,-1301.67944917173,-1301.67944917173
1740.28069714777,1740.28069714777,-1372.69637762139,-1372.69637762139
1677.31396797062,1677.31396797062,-1428.61065911979,-1428.61065911979
1615.01160927932,1615.01160927932,-1483.94173214214,-1483.94173214214
1546.97155283759,1546.97155283759,-1531.02294715372,-1531.02294715372
1484.33999953388,1484.33999953388,-1583.94770377174,-1583.94770377174
1421.88971480821,1421.88971480821,-1636.5981910422,-1636.5981910422
1364.47080823159,1364.47080823159,-1694.40835204618,-1694.40835204618
1291.08990909106,1291.08990909106,-1732.91888057209,-1732.91888057209
1241.75440991504,1241.75440991504,-1801.49659601581,-1801.49659601581
1170.68158721158,1170.68158721158,-1843.14320424751,-1843.14320424751
1114.69456294316,1114.69456294316,-1904.23167743448,-1904.23167743448
1052.42172796521,1052.42172796521,-1961.21685925007,-1961.21685925007
981.51084440305,981.51084440305,-2006.8364313813,-2006.8364313813
920.072830531204,920.072830531204,-2071.07581923461,-2071.07581923461
847.324574111342,847.324574111342,-2120.47478553909,-2120.47478553909
784.270905446597,784.270905446597,-2193.77624414387,-2193.77624414387
713.089658937967,713.089658937967,-2255.19637743939,-2255.19637743939
634.295652382125,634.295652382125,-2299.36656230996,-2299.36656230996
586.146483352341,586.146483352341,-2480.17833029274,-2480.17833029274
507.023641440394,507.023641440394,-2563.59173612347,-2563.59173612347
418.647370162957,418.647370162957,-2633.93685942842,-2633.93685942842
324.189717763758,324.189717763758,-2719.9984539327,-2719.9984539327
227.581039663169,227.581039663169,-2794.24750521242,-2794.24750521242
127.513309135125,127.513309135125,-2884.43285907185,-2884.43285907185
18.6551975443224,18.6551975443224,-2974.19149452495,-2974.19149452495
-90.5152872067218,-90.5152872067218,-2936.35523145308,-2936.35523145308
-208.33480190357,-208.33480190357,-3038.86699450894,-3038.86699450894
-325.684878066716,-325.684878066716,-3066.50345225611,-3066.50345225611
-424.605642050058,-424.605642050058,-2939.74405539653,-2939.74405539653
-521.197578712042,-521.197578712042,-2838.03864208095,-2838.03864208095
-606.130550260715,-606.130550260715,-2720.03333040988,-2720.03333040988
-688.588430400408,-688.588430400408,-2624.1598605113,-2624.1598605113
-766.157118993322,-766.157118993322,-2538.13510899555,-2538.13510899555
-838.277934984569,-838.277934984569,-2443.19035355782,-2443.19035355782
-911.794075061392,-911.794075061392,-2363.73725584781,-2363.73725584781
-982.418772576345,-982.418772576345,-2286.64162425807,-2286.64162425807
-1044.63310779017,-1044.63310779017,-2200.92156439267,-2200.92156439267
-1108.55051996797,-1108.55051996797,-2125.25874770079,-2125.25874770079
-1176.08359589724,-1176.08359589724,-2061.63275717607,-2061.63275717607
-1231.83784154623,-1231.83784154623,-1982.16159649881,-1982.16159649881
-1295.05490999515,-1295.05490999515,-1918.86888038173,-1918.86888038173
-1348.88777646421,-1348.88777646421,-1848.09246697925,-1848.09246697925
-1402.92788604941,-1402.92788604941,-1776.61402928293,-1776.61402928293
-1459.39092270144,-1459.39092270144,-1712.50638969221,-1712.50638969221
-1521.26593368382,-1521.26593368382,-1652.01181034311,-1652.01181034311
-1577.68430280389,-1577.68430280389,-1589.7774382555,-1589.7774382555
-1633.22603152403,-1633.22603152403,-1527.17671863877,-1527.17671863877
-1683.86226622624,-1683.86226622624,-1459.73289281959,-1459.73289281959
-1737.99107126831,-1737.99107126831,-1396.4445159732,-1396.4445159732
-1790.22727323705,-1790.22727323705,-1329.23713936161,-1329.23713936161
-1852.36462624977,-1852.36462624977,-1272.35130915897,-1272.35130915897
-1909.79148424696,-1909.79148424696,-1209.36211975478,-1209.36211975478
-1957.61484917316,-1957.61484917316,-1138.78736592779,-1138.78736592779
-2021.21726125165,-2021.21726125165,-1077.53006121332,-1077.53006121332
-2082.01752929684,-2082.01752929684,-1009.85098291811,-1009.85098291811
-2133.97935150573,-2133.97935150573,-934.808638089729,-934.808638089729
-2204.16328332822,-2204.16328332822,-867.548720780431,-867.548720780431
-2259.09052151631,-2259.09052151631,-793.059315622222,-793.059315622222
-2307.39182541025,-2307.39182541025,-713.705490051721,-713.705490051721
-2395.14560646158,-2395.14560646158,-643.177676733114,-643.177676733114
-2455.45223164032,-2455.45223164032,-563.360364804427,-563.360364804427
-2525.86362824922,-2525.86362824922,-480.977643958317,-480.977643958317
-2613.49655513731,-2613.49655513731,-397.149853689273,-397.149853689273
-2665.91854813634,-2665.91854813634,-302.27023456278,-302.27023456278
-2767.33556505875,-2767.33556505875,-209.443149472562,-209.443149472562
-2839.95841971996,-2839.95841971996,-107.704105129395,-107.704105129395
-2933.74301819531,-2933.74301819531,-6.40044453898676,-6.40044453898676
-3013.38438189296,-3013.38438189296,106.05248447638,106.05248447638
-3118.52699084676,-3118.52699084676,226.616349498954,226.616349498954
-3246.69518269544,-3246.69518269544,359.155454729881,359.155454729881
-3375.2066560719,-3375.2066560719,499.723952605778,499.723952605778
-3433.63824097381,-3433.63824097381,641.231183055128,641.231183055128
-3321.93770452025,-3321.93770452025,749.773390623261,749.773390623261
-3208.98238851662,-3208.98238851662,852.34505494559,852.34505494559
-3086.15941240466,-3086.15941240466,947.215996341969,947.215996341969
-2969.29899962657,-2969.29899962657,1034.20090568353,1034.20090568353
-3050.51997013041,-3050.51997013041,1192.99126645403,1192.99126645403
-3001.48712532937,-3001.48712532937,1308.97871888051,1308.97871888051
NaN,-2910.49754392685,NaN,1381.67147423673
NaN,-2819.50796252434,NaN,1454.36422959295
NaN,-2728.51838112183,NaN,1527.05698494917
NaN,-2637.52879971932,NaN,1599.74974030539
NaN,-2546.5392183168,NaN,1672.44249566161
NaN,-2455.54963691429,NaN,1745.13525101783
NaN,-2364.56005551178,NaN,1817.82800637405
NaN,-2273.57047410927,NaN,1890.52076173027
NaN,-2182.58089270675,NaN,1963.21351708649
NaN,-2091.59131130424,NaN,2035.90627244271
NaN,-2000.60172990173,NaN,2108.59902779893
NaN,-1909.61214849922,NaN,2181.29178315515
NaN,-1818.62256709671,NaN,2253.98453851137
NaN,-1727.63298569419,NaN,2326.67729386759
NaN,-1636.64340429168,NaN,2399.37004922381
-1545.65382288917,-1545.65382288917,2472.06280458003,2472.06280458003
-1483.66139106764,-1483.66139106764,2584.40493666438,2584.40493666438
-1301.94613861383,-1301.94613861383,2481.15703899381,2481.15703899381
-1178.9825186662,-1178.9825186662,2470.05449751205,2470.05449751205
-1088.97244493293,-1088.97244493293,2519.48240253366,2519.48240253366
-1003.33983564781,-1003.33983564781,2582.16851438906,2582.16851438906
-909.93189572064,-909.93189572064,2626.33664924172,2626.33664924172
-821.193156772455,-821.193156772455,2691.25079874955,2691.25079874955
-724.254492757685,-724.254492757685,2735.75500177196,2735.75500177196
-631.166284943159,-631.166284943159,2799.99360414467,2799.99360414467
-530.312315378032,-530.312315378032,2848.30237346009,2848.30237346009
-405.18657353453,-405.18657353453,2747.02828582586,2747.02828582586
-283.350294944294,-283.350294944294,2600.35779708389,2600.35779708389
-173.431457166789,-173.431457166789,2460.89628584079,2460.89628584079
-77.1843163765708,-77.1843163765708,2357.73696185675,2357.73696185675
12.2717854597805,12.2717854597805,2249.9665338137,2249.9665338137
93.3584668741164,93.3584668741164,2151.72564681535,2151.72564681535
173.706900737887,173.706900737887,2069.97426919661,2069.97426919661
241.811912383862,241.811912383862,1982.80943336198,1982.80943336198
306.516787562685,306.516787562685,1904.99808633559,1904.99808633559
367.810453885908,367.810453885908,1836.02062080257,1836.02062080257
424.768884516952,424.768884516952,1767.16655829218,1767.16655829218
507.883619153627,507.883619153627,1817.88626690324,1817.88626690324
607.457647830494,607.457647830494,1899.4810524436,1899.4810524436
720.665641291089,720.665641291089,1996.94016772223,1996.94016772223
849.021850428435,849.021850428435,2104.70714055307,2104.70714055307
1000.37273000126,1000.37273000126,2240.2938760506,2240.2938760506
1163.08935153841,1163.08935153841,2366.64153608821,2366.64153608821
1376.02014919151,1376.02014919151,2555.88069195708,2555.88069195708
1615.59194451115,1615.59194451115,2761.64134507554,2761.64134507554
1925.62294169584,1925.62294169584,3028.08661309657,3028.08661309657
NaN,2371.61820029165,NaN,3408.19588480038
2817.61345888746,2817.61345888746,3788.30515650419,3788.30515650419
NaN,2885.66105179697,NaN,3627.91807439298
NaN,2953.70864470648,NaN,3467.53099228177
NaN,3021.756237616,NaN,3307.14391017055
NaN,3089.80383052551,NaN,3146.75682805934
NaN,3157.85142343502,NaN,2986.36974594813
NaN,3225.89901634454,NaN,2825.98266383691
NaN,3293.94660925405,NaN,2665.5955817257
NaN,3361.99420216356,NaN,2505.20849961449
NaN,3430.04179507308,NaN,2344.82141750327
NaN,3498.08938798259,NaN,2184.43433539206
3566.1369808921,3566.1369808921,2024.04725328085,2024.04725328085
3026.56406712809,3026.56406712809,1566.10025543356,1566.10025543356
2663.41226677656,2663.41226677656,1249.05090356004,1249.05090356004
2729.8428785565,2729.8428785565,1157.87107265636,1157.87107265636
NaN,2421.87863915389,NaN,947.554331350824
NaN,2113.91439975128,NaN,737.237590045291
